document_id,clean_text,sentiment
729,nisei male born august lo angel california grew lo angel parent ran nurseri busi world war ii remov santa anita assembl center california granada concentr camp colorado leav camp live briefli illinoi return california,positive
730,nisei femal born august seattl washington world war ii incarcer puyallup assembl center washington minidoka concentr camp idaho leav camp live wisconsin sever year eventu move chicago illinoi,positive
731,sansei male born decemb brogan oregon grew primarili watsonvil california area parent ran farm expo earli age activ organ labor attend stanford univers move seattl washington earn nurs credenti join led sever promin seattlearea taiko japanes drum ensembl becam involv numer japanes american commun activist group japanes american citizen leagu tule lake committe tsuru solidar,neutral
732,nisei femal born juli spark nevada grew spark father work machinist southern pacif railroad twentytwo year februari father fire job forti year later m shimada fought success redress fire railroad worker famili,positive
733,nisei male born may clarksburg california grew clarksburg parent ran farm world war ii remov tule lake concentr camp california serv militari war return sacramento area reestablish farm busi,neutral
734,nisei male born novemb princ rupert british columbia canada grew princ rupert remov japanes canadian hast park vancouv canada bomb pearl harbor move new denver incarcer camp resettl edmonton alberta canada famili studi practic medicin univers alberta special plastic surgeri help establish burntreat center serv chair japanes canadian redress foundat finish seri paint depict life new denver incarcer camp,positive
735,nisei male born octob heber california imperi valley grew boyl height receiv draft notic one day bomb pearl harbor join militari intellig servic deni furlough visit mother manzanar concentr camp refus serv oversea unit place engin battalion made japanes german italian american consid suspect u govern world war ii becam vice presid export divis honda dedic much time promot better trade relat u japan,positive
736,nisei male born novemb lo angel california world war ii remov santa anita assembl center california heart mountain concentr camp wyom leav camp eventu return california,negative
737,sansei male born march winter california grew winter area parent work farm run world war ii incarcer amach concentr camp colorado graduat uc davi school law work variou capac state california elect nation presid japanes american citizen leagu involv redress movement help draft redress resolut,positive
738,roger shimomura paint print theater piec address sociopolit issu asian america inspir mani work diari kept late immigr grandmoth fiftysix year receiv undergradu degre univers washington seattl graduat degre syracus univers new york shimomura solo exhibit paint print present experiment theater piec venu franklin furnac new york walker art center minneapoli nation museum american histori smithsonian institut washington dc recipi four nation endow art fellowship paint perform art mcknight fellowship civil liberti public educ fund fellowship first artist award intern japan foundat grant well first state receiv kansa art commiss artist fellowship paint fall shimomura appoint dayton hudson distinguish visit professor carleton colleg northfield minnesota professor shimomura lectur work univers art museum across unit state design univers distinguish professor univers kansa faculti first honor histori school fine art campu receiv higuchi research prize highest annual honor bestow kansa univers faculti member human social scienc seattl urban leagu name scholarship award annual seattl resid pursu career art colleg art associ present artist award distinguish bodi work recognit fouryear twelvemuseum nation tour paint exhibit american diari shimomura person paper collect archiv american art smithsonian institut repres jeffrey hoffeld compani inc new york jan cicero galleri chicago jan weiner galleri kansa citi bernic steinbaum galleri miami greg kucera galleri seattl,positive
739,nisei femal born juli dominguez hill california grew dominguez hill parent ran farm world war ii remov tular assembl center california gila river concentr camp arizona leav camp live sever year chicago illinoi return california becam dietit war,positive
740,nisei male born april yuba citi california grew elk grove california bomb pearl harbor move famili florin california remov marysvil assembl center california tule lake concentr camp california tule lake refus sign socal loyalti questionnair confin tule lake stockad particip hunger strike eventu renounc u citizenship releas tule lake regain u citizenship return california,negative
741,keiko shinmoto father migrat hiroshima portland oregon brother owner groceri store return hiroshima see ail father keiko father found imposs return america mother hid passport keep japan shortli keiko mother join hiroshima also hometown unlik eight older sibl keiko born japan recal challeng sent countrysid age eight part shudan sokai wartim program child aim protect youth fire bomb citi food shortag black market call yamiichi flourish war left keiko strong impress nyushi survivor expo radiat walk citi hiroshima three day bomb lost one older sister bomb came unit state help usborn brother live lo angel relearn english father also back unit state area time keiko attend technic colleg studi design work schoolgirl work briefli beverli hill dressmak marri nisei stockton former prison gila river war reloc center work mechan chevrolet war becam owner car repair shop keiko help shop book keep also rais two child work groceri store order pay health insur time interview keiko join biannual medic checkup conduct hiroshima physician san francisco first time encourag anoth u survivor husband pas away enjoy talk child go buddhist church stockton keep touch nisei friend,positive
742,sansei male japanes canadian playwright stage director taiko artist founder current artist director minneapoli minnesota base asian american theater compani mu perform art,negative
743,nisei male born august area spokan washington known hillyard grew multiethn hillyard area parent own hillyard laundri world war ii began senior roger high school went attend gonzaga univers volunt militari servic join nd regiment combat team segreg u armi unit consist japanes american mr shiosaki fought europ return spokan finish degre gonzaga start career famili,positive
744,nisei femal born termin island california grew termin island father fisherman bomb pearl harbor father arrest fbi rest famili move compton california remov manzanar concentr camp california leav camp live sever year long beach trailer park cabrillo govern hous project,positive
745,sansei femal grew san diego california,neutral
746,nisei male born septemb monterey california grew wilmington neighborhood lo angel father fisherman world war ii remov santa anita assembl center heart mountain concentr camp return lo angel war,negative
747,nisei male born decemb lo angel california grew california parent ran success groceri store busi world war ii remov santa anita assembl center california heart mountain concentr camp wyom heart mountain becam involv boy scout activ left camp return california draft armi servic return lo angel becam teacher,positive
748,nisei male born june lo angel california grew lo angel area parent own flower shop world war ii remov santa anita assembl center california gila river concentr camp arizona left camp work minneapoli minnesota sever year return lo angel,positive
749,white femal born june lo angel california fourth grade teacher manzanar concentr camp california,neutral
750,jewish femal born januari seattl washington mother immigr u age six russia father born lithuania alic grew predomin jewish neighborhood seattl washington remain seattl world war ii marri two child pursu master degre counsel univers washington work disadvantag youth seattl school retir volunt school particip interfaith activ,neutral
751,white femal born texa grew la vern california famili activ church brother world war ii live manzanar concentr camp california work teacher along husband establish hostel chicago illinoi japanes american leav camp,positive
752,born februari lakeland florida left home age fourteen live educ supervis dr william h gray jr attend florida graduat degre busi administr templ univers graduat univers washington law school serv law clerk suprem court justic matthew w hill work deputi prosecut attorney king counti privat law practic move washington dc take posit special assist attorney gener unit state legal field justic smith appoint washington state suprem court serv retir justic smith receiv univers washington law school distinguish alumnu award appoint presid clinton u commiss intern religi freedom also asian bar associ judg year award well lifetim servic award washington state bar associ long illustri career justic smith serv board sever asian american commun organ work behalf immigr right,positive
754,nisei femal born may portland oregon grew small town brook oregon parent ran farm prior world war ii becam nurs marri child world war ii remov portland assembl center oregon tule lake concentr camp california work camp hospit transfer one year minidoka concentr camp idaho war eventu return portland resum nurs career,negative
755,white femal born june minneapoli minnesota grew lo angel california attend ucla world war ii recruit teach manzanar concentr camp,neutral
756,nisei femal born juli wapato washington grew wapato famili ran farm attend univers washington war broke decemb remov famili portland assembl center oregon heart mountain concentr camp wyom camp work recreat depart left camp attend colleg st paul minnesota war becam activ field recreat well commun educ group involv effort preserv site wartim incarcer camp,negative
757,ana tanaka dr kyle kinoshita led convers joy misako st germain detail becam involv jacl becam seattl leader one japanes american famili grew felt deep long sen commun love japanes american cultur one main factor led move pacif northwest joy welcom seattl chapter quickli becam activ chapter member encourag soon activ issu jacl engag clear leader care organ commit mission statement becam chapter presid joy help establish mani organiz structur help seattl chapter sustain new centuri joy optimist newer gener jacl activist work organ done engag younger gener renew focu allyship commun organ feel though everyoneth younger older generationscan learn jacl continu work,positive
758,nisei femal born decemb la crescenta california grew california father oper flower busi world war ii remov manzanar concentr camp california live chicago new york leav camp eventu return california,positive
759,white femal born april union town kansa grew california parent move young world war ii took job physic educ teacher manzanar concentr camp california,positive
760,nisei femal born decemb seattl washington world war ii remov famili puyallup assembl center washington minidoka concentr camp idaho leav camp resettl minneapoli minnesota spent mani year rais famili teach japan eventu return minnesota,negative
761,nisei male born april brawley california follow bomb pearl harbor father arrest fbi mother nervou breakdown kenji sister sent stay shonien orphanag lo angel mass remov taken manzanar orphan place manzanar child villag camp reunit parent leav manzanar return california establish career develop photographi lens equip,negative
762,nisei male born octob watsonvil california follow bomb pearl harbor remov salina assembl center california poston concentr camp arizona volunt militari poston join nd regiment combat team europ replac troop follow militari servic return watsonvil,negative
763,nisei femal born septemb lo angel california grew venic california marri world war ii remov war manzanar concentr camp california child camp leav manzanar live ohio number year return california,positive
764,nisei male born decemb alameda california grew alameda world war ii remov manzanar concentr camp california camp work camouflag net factori camp hospit transfer famili topaz concentr camp utah leav camp draft u militari serv interpret japan,neutral
765,nisei femal born juli osco flaco california grew pismo beach california world war ii move farm labor camp near nyssa oregon live farm time idaho eventu settl portland oregon,positive
766,nisei male born august chicago illinoi grew primarili lo angel california parent ran restaur bomb pearl harbor remov santa anita assembl center california particip run organ gambl oper move briefli heart mountain concentr camp wyom sent tule lake california sign socal loyalti questionnair transfer santa fe depart justic intern camp new mexico upon wish parent renounc u citizenship expatri japan work militari govern u occup japan eventu regain u citizenship return unit state,positive
767,nisei male born august lo angel california grew lo angel area prior world war ii bomb pearl harbor remov santa anita assembl center california rohwer concentr camp arkansa draft militari serv militari intellig servic eventu return california,negative
768,nisei male born octob bainbridg island washington remov manzanar concentr camp california draft u armi return bainbridg island war establish success farm,positive
769,nisei male born may bainbridg island washington grew bainbridg parent ran strawberri farm world war ii remov manzanar concentr camp california transfer minidoka concentr camp idaho leav camp return bainbridg time volunt militari serv japan u occup return unit state establish farm ontario oregon,neutral
770,niseihan male born januari portland oregon father work railroad world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp famili move small commun outsid spokan washington farm went uc berkeley caltech taught depart aerospac engin univers southern california serv chair nation educ commiss japanes american citizen leagu jacl vice chair commun advisori committe desegreg pasadena school held sever posit academ administr includ dean graduat studi research california state univers lo angel vice presid academ affair california state univers northridg presid california state polytechn univers pomona,negative
771,nisei male born octob seattl washington grew seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho volunt nd regiment combat team camp eventu return seattl world war ii,negative
772,nisei femal may grew half moon bay california world war ii remov tanforan assembl center california topaz concentr camp utah,negative
773,nisei femal novemb seattl washington father establish one largest oyster compani unit state prior world war ii graduat garfield high school univers washington pacif school religion earn master degre religi educ outbreak wwii assist nikkei lost job work wra help famili tri reloc inland mass remov incarcer puyallup assembl center minidoka concentr camp idaho husband serv one camp physician incarcer work student reloc job leav program maintain activ involv young christian woman associ throughout war postwar resettl first spokan later seattl war becam activ myriad organ includ nation pta american associ univers woman leagu woman voter king counti medic societi woman organ,positive
774,nisei male born februari seattl washington age ten sent japan live attend school return seattl prior world war ii war remov puyallup assembl center washington minidoka concentr camp idaho answer nono socal loyalti questionnair transfer tule lake concentr camp california leav camp return seattl live wife child hostel locat seattl japanes languag school establish postwar career citi seattl,positive
775,caucasian male born may new london connecticut move frequent adolesc sinc father u navi attend high school honolulu hawaii colleg univers washington serv u air forc attend univers pacif mcgeorg law school georgetown univers school law becam director california depart social welfar subsequ held sever posit feder govern appoint commission social secur recruit assist presid polici develop presid ronald reagan instrument help influenc reagan sign civil liberti act,positive
776,japanes femal born kagoshima japan world war ii serv nurs japanes armi jakarta japan war move unit state live san francisco eventu settl portland oregon,positive
777,nisei male born februari selma california draft prior world war ii war serv militari intellig servic mar task forc burma interpret gener macarthur japan,neutral
778,sansei male born editor nichi bei time oldest japanes american bilingu newspap northern california son draft resist granada concentr camp attend california state univers sacramento becam involv civil right activ,positive
779,nisei femal born spokan washington spent childhood downtown spokan parent ran orient laundri famili activ methodist episcop church mother taught japanes languag school attend lewi clark high school rememb chang japanes american commun brought world war ii husband sumio tai came spokan minidoka concentr camp work sponsorship marri spent postwar year run hotel rais six child,negative
780,nisei male born februari brawley california grew el centro california parent ran farm world war ii remov poston concentr camp arizona famili sign nono socal loyalti questionnair transfer crystal citi intern camp texa japan live work japan return unit state,positive
781,nisei male born may auburn california grew sacramento valley parent ran farm world war ii remov manzanar concentr camp california work hospit orderli camp forc sit young man shot manzanar riot quit job orderli result incid serv militari intellig servic left camp attend univers illinoi time move berkeley complet school professor berkeley publish numer find includ studi regard polic use deadli forc,positive
782,nisei male born decemb grew half moon bay california world war ii remov tanforan assembl center california topaz concentr camp utah draft armi near end war serv germani work postal servic war,negative
783,nisei femal born juli petersburg alaska mother father jail petersburg bomb pearl harbor incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington,negative
784,nisei male born octob seattl washington grew seattl father promin member japanes garden associ world war ii remov puyallup assembl center washington minidoka concentr camp idaho draft armi serv itali nd regiment combat team receiv silver star valor combat help reviv japanes garden associ seattl postwar,negative
785,nisei femal born april grew bainbridg island washington work maid seattl japan bomb pearl harbor decemb war remov manzanar concentr camp california transfer minidoka concentr camp idaho,neutral
786,nisei male born octob sacramento california world war ii draft poston concentr camp arizona serv militari intellig servic translat interpret india burma japan,neutral
787,nisei male born june alameda california grew alameda father garden bomb pearl harbor move cortez california month remov merc assembl center california amach concentr camp colorado leav camp return california draft militari establish career travel industri,negative
788,sansei femal born januari topaz concentr camp utah leav camp famili return alameda california live world war ii jo grew alameda becam high school teacher involv buena vista unit methodist church numer japanes american commun activ alameda,positive
789,nisei male born june san jose california teenag move famili west lo angel father garden world war ii remov manzanar concentr camp california camp jack volunt work orphan manzanar child villag also help establish christian church servic left camp de moin iowa attend colleg eventu becam minist,neutral
790,nisei femal grew west lo angel california parent farm world war ii remov manzanar concentr camp california left camp attend colleg de moin iowa eventu settl portland oregon,neutral
791,nisei male born april san diego california prior world war ii father work fisherman mother work fish canneri father pas away earli age leav mother rais eight child bomb pearl harbor temporarili move sunnydal california sent santa anita assembl center california poston concentr camp arizona leav camp resettl chicago illinoi joe becam activ martial art,negative
792,sansei femal born august bellevu washington rais famili farm bellevu washington prior world war ii incarcer pinedal assembl center california tule lake concentr camp california releas earli harvest sugar beet chinook montana onset world war ii father pick fbi detain immigr natur servic in seattl incarcer depart justic camp fort missoula montana,negative
793,nisei male born septemb bainbridg island washington world war ii remov manzanar concentr camp california war join air forc eventu return bainbridg island,neutral
794,nisei male born octob bainbridg island washington parent strawberri farmer world war ii bomb pearl harbor remov famili manzanar concentr camp california unlik bainbridg island japanes american transfer minidoka idaho concentr camp return bainbridg island war attend univers washington,neutral
795,nisei femal born novemb florin california grew florin parent oper farm prior world war ii attend sew school lo angel war remov manzanar concentr camp california marri camp move denver colorado,neutral
796,nisei male born august san mateo california world war ii remov famili tanforan assembl center california topaz concentr camp utah due parent answer socal loyalti questionnair transfer tule lake design segreg center leav camp return san mateo serv militari intellig japan korea korean war becam involv numer japanes commun organ,negative
797,sansei femal born june lo angel california famili remov poston concentr camp arizona resettl denver colorado world war ii move boyl height neighborhood lo angel return colorado attend high school colleg denver work speech pathologist educ activ japanes american commun project includ denver japanes american heritag school chibi gakko japanes american resourc center heart mountain wyom foundat,positive
798,nisei femal born april alameda california grew alameda father ran garden busi world war ii famili order leav alameda move cortez california sent merc assembl center california amach concentr camp colorado left camp attend school cleveland ohio return alameda war work mani year uc berkeley,negative
799,sansei femal born februari san francisco california grew san francisco japantown world war ii remov tanforan assembl center california topaz concentr camp utah leav camp famili live short time oregon return california find temporari hous hunter point eventu return san francisco,positive
800,nisei femal born januari seattl washington grew south park area south seattl parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california leav camp live work ontario oregon time live philadelphia move san jose california,positive
801,nisei male born decemb lo angel california parent own oper restaur father pas away prior onset world war ii mother respons prepar famili move camp remov manzanar concentr camp california shot militari polic offic pick scrap lumber renounc u citizenship expatri japan work six year return california,positive
802,nisei male born april troutdal oregon grew sever area oregon parent ran farm start groceri busi world war ii war remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon reestablish groceri busi,negative
803,sansei femal born april portland oregon world war ii move infant famili portland assembl center oregon minidoka concentr camp idaho leav camp famili move time new york return oregon tomiko father creat edit minidoka interlud camp tomiko famili republish distribut,positive
804,sansei male born may oakland california receiv law degre uc berkeley serv member pro bono legal team korematsu v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american world war ii origin upheld u suprem court landmark decis,positive
805,nisei male born eatonvil washington grew nearbi tacoma washington boston attend medic school world war ii start incarcer concentr camp famili member practic medicin philadelphia pennsylvania war,neutral
806,nisei male born hanapep kauai hawaii grew hanapep father work plantat volunt armi prior world war ii war reenlist becam member th infantri battalion,neutral
807,nisei male born august osaka japan attend colleg univers washington remov puyallup assembl center washington tule lake concentr camp california establish tule lake newspap tulean dispatch transfer minidoka concentr camp idaho resettl chicago draft militari intellig servic serv work tokyo interpret,negative
808,nisei male born august portland oregon grew portland father physician japantown attend colleg prior world war ii war remov portland assembl center oregon minidoka concentr camp idaho left camp attend colleg draft serv armi special train unit u occup japan return medic school militari servic becam physician practic ontario oregon,positive
809,nisei male born st loui missouri world war ii serv nd regiment combat team itali franc,neutral
810,nisei femal born februari one four sister grew near lo angel california parent ran nurseri busi follow bomb pearl harbor remov manzanar concentr camp california follow war return lo angel,positive
811,nisei femal born octob san lui obispo california grew san lui obispo parent farm world war ii remov manzanar concentr camp california left camp help nisei student reloc project move denver colorado,neutral
812,nisei male born januari sacramento california grew sacramento parent ran farm world war ii remov marysvil assembl center tule lake concentr camp california transfer topaz concentr camp utah draft armi serv nd regiment combat team itali follow war return california,negative
813,nisei male born februari watsonvil california draft militari bomb pearl harbor volunt militari intellig servic interrog japanes pow australia war war serv linguist interpret japan u occup,neutral
814,nisei femal born june sacramento california world war ii remov sacramento assembl center california tule lake concentr camp california transfer granada amach concentr camp colorado left camp cleveland ohio work war reloc author eventu settl chicago illinoi,negative
815,male isseihan born april japan infant came u parent previous immigr famili ran hotel seattl pioneer squar neighborhood bomb pearl harbor remov puyallup assembl center washington minidoka concentr camp idaho war return seattl finish high school attend univers washington draft militari assign serv oversea highrank engin militari discharg return seattl work manag boe compani,negative
816,nitengosei half nisei half sansei femal born june seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho tule lake segreg center california return seattl war stay temporarili seattl japanes languag school,negative
817,nisei femal born februari portland oregon lose mother age two went live swedish famili age nine bomb pearl harbor remov portland assembl center oregon minidoka concentr camp idaho return portland finish school follow world war ii,positive
818,nisei male born june marysvil california grew marysvil california eventu move gridley california bomb pearl harbor decemb remov famili tule lake concentr camp california refus sign socal loyalti questionnair remov young men tule lake block former ccc camp tulelak california still refus sign questionnair return tule lake wra offici conclud influenc older group member famili releas earli return home gridley februari war becam success farmer grow kiwi fruit gridley,positive
819,nisei femal born januari hilo hawaii grew hilo move japan attend school japan return hilo outbreak world war ii war father arrest remov kilauea militari camp sand island intern camp hawaii father absenc took job nippu jiji japaneselanguag newspap hilo remain hilo hawaii,negative
820,interview ana tanaka led convers bill tashima bill spoke grow cleveland ohio earli involv jacl youth particip come pacif northwest bill extens experi seattl jacl advocaci commun outreach civil right ensur continu jacl scholarship support next gener japanes american leader well known japanes american leader twice seattl jacl presid member lgbtqia commun whose intersection ident shape individu activist today exampl key moment spoke share experi jacl nation convent speak support regard resolut protest boy scout decis exclud gay scout key part bill work effort preserv seattl jacl heritag leadership legaci project record part,positive
821,nisei male born august lawndal california serv nation redress director japanes american citizen leagu jacl involv movement obtain redress repar japanes american found tateishishinoda associ manag public affair consult firm becam nation execut director jacl,negative
822,nisei male born march san francisco california spent difficult childhood year san francisco care guardian famili live japan graduat degre busi administr univers california berkeley world war ii remov tanforan assembl center california topaz concentr camp utah topaz permit travel around countri buyer camp coop store also obtain permiss shoot home movi footag within camp world war ii establish nichibei bussan depart store san jose japantown,negative
823,nisei femal born may seattl washington grew seattl world war ii remov puyallup assembl center washington minidoka concentr camp idaho leav camp return seattl becam teacher,negative
824,white male born februari hollywood california grew oregon famili move big pine california prior world war ii involv high school footbal game japanes american student manzanar concentr camp california war serv militari eventu settl sacramento california,negative
825,issei male born march kure japan immigr parent seattl child parent ran sever hotel apart build intern district well tazuma ten cent store interview discus japanes american hotel ownership earli mid role hotel associ japanes american commun,neutral
826,nisei femal born june lo angel california place adopt live orphanag japan bomb pearl harbor transfer manzanar child villag world war ii war live variou foster famili lo angel becom independ age eighteen,positive
827,nisei male born januari kyoto japan came unit state young child parent move frequent child due father role buddhist minist live place like walnut grove marysvil california world war ii live salt lake citi draft armi serv japan korea world war ii receiv u citizenship militari,positive
828,nisei male born may grew milwauki oregon parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon resum farm,negative
829,issei femal born hiroshima japan graduat shintoku jikka girl high school marri mr shizuto terao issei return japan temporarili u arrang marriag immigr u live seattl move salt lake citi utah stay cousin spring peopl japanes ancestri remov west coast five year salt lake citi return seattl famili time interview mr terao resid assistedliv apart seattl,positive
830,kibei femal born octob san francisco california age three sent live grandfath receiv educ fukuoka japan high school temporarili move tokyo assist familyown busi return u join parent sacramento arrang marriag mr tadao sakita move lo angel rais three child jointli ran success cafe return sacramento bomb pearl harbor famili person japanes ancestri remov west coast gave birth son tule lake concentr camp california war return lo angel convert christian remarri mr terasaki first husband death time interview mr terasaki resid lo angel make repair japanes calligraphi scroll,positive
831,nisei male japanes scottish descent born hilo hawaii volunt serv japanes american nd regiment combat team headquart compani second battalion antitank platoon return hawaii follow war attend univers hawaii later work municip govern activ nd veteran club hawaii,neutral
832,white male born august chicago illinoi lost father earli age move lo angel california lo angel began studi judo part group visit manzanar compet judo tournament serv navi world war ii eventu return lo angel continu practic judo,neutral
833,nisei femal born april seattl washington grew seattl father truck driver mother japanes languag school teacher world war ii remov puyallup assembl center washington minidoka concentr camp idaho left camp finish high school ohio work schoolgirl eventu return seattl establish career stockbrok,positive
834,nisei femal born decemb albuquerqu new mexico world war ii broke famili live california avoid sent concentr camp caravan along sever japanes american famili back albuquerqu remain throughout war,positive
835,nisei male born juli near san jose grew salina california went japan age thirteen studi japan incarcer salina assembl center california poston concentr camp arizona volunt camp serv u militari fought europ battalion runner alljapanes american nd regiment combat team singlehandedli captur group german offic fought famou battl lost battalion present liber bruyer recruit lobbi congress passag civil liberti act repres nikkei veteran prove invalu garner support among particularli resist member congress,neutral
836,session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima remembr tokuda tokuda icon leader japanes american commun washington state legisl seattl jacl presid local organ advoc establish program group youth leadership civil liberti protect japanes american legaci preserv much tokuda prime forc behind format asian american pacif island commun leadership foundat japanes cultur commun center washington kip tokuda civil liberti public educ program,negative
837,nisei femal born septemb naha okinawa nisei mother born hawaii father mainland japan father kill world war ii serv okinawa japan medic corp aiko bare surviv infanc due devast okinawa war move lo angel age twelv join mother move previous grew lo angel eventu becom promin instructor tradit okinawan danc,negative
838,nisei male born januari selleck washington grew selleck log camp move famili seattl washington high school world war ii remov puyallup assembl center washington minidoka concentr camp idaho volunt militari paratroop serv europ eventu return seattl,positive
839,nisei femal born decemb portland oregon incarcer portland assembl center oregon minidoka concentr camp idaho resettl first denver colorado later chicago illinoi former wit chair chicago area hear commiss wartim reloc intern civilian cwric former chairperson jacl chicago chapter redress committe,positive
840,nisei male born august alameda california grew alameda father ran food whole busi high school japan bomb pearl harbor decemb remov tanforan assembl center california topaz concentr camp utah left topaz student leav attend univers cincinnati draft militari serv militari intellig servic japan discharg return bay area graduat colleg busi degre work depart public health longtim volunt japanes american servic east bay,positive
841,nisei femal born august alameda california twin sister infant adopt mother cousin husband grew alameda adopt father ran garag world war ii remov santa anita assembl center california heart mountain concentr camp wyom return california war graduat uc berkeley work dow chemic rais famili palo alto california,negative
842,nisei male born august isleton california grew isleton father oper restaur attend colleg studi engin world war ii war remov sacramento walerga assembl center california tule lake concentr camp california camp work survey crew remain tule lake becam segreg center war return california becam civil engin,negative
843,nisei male born februari odel oregon grew odel parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california transfer minidoka concentr camp idaho serv militari return hood river area,negative
844,nisei male born februari san pedro california grew termin island california father ran sever success store world war ii remov famili santa anita assembl center california granada amach concentr camp colorado leav camp return california attend school serv korea japan korean war,positive
845,nisei male born juli fowler california earli age move famili fresno california world war ii remov fresno assembl center california jerom concentr camp arkansa transfer gila river concentr camp arizona jerom close leav camp live cleveland ohio time eventu return california,positive
846,nisei male born decemb kent washington becam interest music junior high school play variou music group upon graduat high school work manufactur plant volunt armi separ unit along japanes american bomb pearl harbor eventu serv interpret courtmarti involv shoot two issei men depart justic intern camp assign nd field artilleri battalion involv liber dachau concentr camp germani return seattl war start success insur busi,positive
847,nisei male born februari auburn washington grew auburn father work great northern railroad famili also ran farm world war ii remov pinedal assembl center tule lake concentr camp oregon famili transfer topaz concentr camp utah kiwamu left camp ogden utah volunt militari intellig servic serv philippin liasion gener macarthur famili japan u occup,positive
848,nisei femal born decemb selma california grew parlier californa famili work farm bomb pearl harbor remov gila river concentr camp arizona left camp work indianapoli indiana settl perman minneapoli minnesota,neutral
849,sansei femal born februari manzanar concentr camp california prior war father issei curat hard museum chicago bomb pearl harbor parent decid volunt go earli manzanar help set camp leav manzanar famili live california move japan father work u navi translat war crime trial return lo angel fumino grew,negative
850,nisei femal born rais hawaii bomb pearl harbor father arrest fbi rest famili remov jerom concentr camp arkansa gila river concentr camp arizona reunit father leav camp move famili japan eventu return hawaii move portland oregon,negative
851,nisei male born june everett washington grew primarili hillsboro oregon famili ran produc busi farm world war ii remov famili portland assembl center oregon minidoka concentr camp idaho leav camp return oregon eventu move woodland washington establish success nurseri busi,positive
852,nisei male born june hillsboro oregon grew hillsboro parent ran produc busi farm world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp bois idaho mother receiv medic treatment eventu return oregon serv militari servic becam dentist,negative
853,nisei male born februari westport oregon grew portland oregon world war ii remov minidoka concentr camp idaho leav camp return oregon high school colleg went medic school eventu becom success opthalmologist serv leadership posit japanes american citizen leagu district nation level involv redress movement,positive
854,nisei male born decemb honolulu hawaii world war ii member varsiti victori volunt serv nd regiment combat team militari intellig servic follow militari servic graduat yale law school becam attorney hawaii activ commun veteran organ,neutral
855,nisei male born april incarcer heart mountain concentr camp wyom draft militari age eighteen world war ii serv district governor japanes american citizen leagu jacl southern california posit jacl sought reconcil japanes american commun world war ii draft resist,neutral
856,nisei femal born juli salina california grew salina father ran success farm move famili japan remain japan world war ii work interpret war return unit state present live california,positive
857,nisei femal born may san francisco california grew san francisco marri world war ii war remov husband manzanar concentr camp california camp husband attorney work legal aid divis serv offic strateg servic leav camp resettl lo angel,positive
858,kibei femal born may hollywood area lo angel california sent japan live rel thirteen month old return unit state mother twelv year old incarcer sacramento assembl center tule lake concentr camp california resettl sacramento california marri georg tsutakawa renown artist move seattl washington,positive
859,nisei male born may seattl washington spent much childhood japan return u age fifteen began attend univers washington remov puyallup assembl center washington minidoka concentr camp idaho creat seri art piec depict camp life move spokan washington leav minidoka establish lithoart printer inc activ sisterc program spokan nishinomiya japan help establish branch campu mukogawa woman univers spokan,neutral
861,sansei femal born daughter ayam georg tsutakawa,neutral
862,yonsei male born grandson ayam georg tsutakawa,neutral
863,yonsei femal born granddaught ayam georg tsutakawa,neutral
864,nisei male born march florin california grew florin parent ran farm follow bomb pearl harbor remov famili manzanar concentr camp california war serv air forc becam engin,neutral
865,nisei male born june florin california grew florin parent ran farm follow bomb pearl harbor remov famili manzanar concentr camp california war becam certifi mainten welder lo angel school system,neutral
866,nisei male born april calexico california grew orang counti area draft armi world war ii famili remov poston concentr camp arizona father brother transfer depart justic camp eventu went japan militari servic mr uchida return california live san jose earn black belt judo teenag war head judo program san jose state sixti year instrument help judo becom nation recogn u well offici olymp sport,negative
867,nisei male born juli portland oregon grew portland move denver colorado father baptist minist transfer live denver world war ii famili help japanes american leav camp find hous work paul robert jean schuman hanna professor philosophi emeritu sinc hamlin univers st paul minnesota,positive
868,nisei femal born march olaa hawaii grew olaa famili move hawaii world war ii attend high school colleg japan work factori support war effort wit atom bomb nagasaki work militari govern japan eventu move portland oregon work u immigr natur servic,positive
869,nisei male born april pauilo hawaii live japan settl mainland upon return unit state marri remov along famili manzanar concentr camp california world war ii manzanar organ mess hall worker union accus beat suspect govern inform place jail spark socal manzanar riot move variou jail citizen isol center leupp arizona moab utah reunit famili tule lake segreg center releas camp move santa clara valley rais three child becam farmer,negative
870,kibei male born decemb pendleton oregon father pas away earli age henri taken mother sever sibl katsuura japan attend school japan work factori support war effort world war ii left japan war draft u armi korean war eventu settl portland oregon,neutral
